PassengerId,Name,Sex,Age,Parch,Fare,Cabin,Embarked,Birthday,Board time,Married since,all_NA
469,"Scanlan, Mr. James",male,,0,7.725,,Q,1928-07-15,12:13:10,2022-07-16 12:13:09,
470,"Baclini, Miss. Helene Barbara",female,1,1,19.2583,,C,1911-04-27,17:43:58,2022-07-22 02:01:53,
471,"Keefe, Mr. Arthur",male,,0,7.25,,S,1905-05-12,14:54:55,2022-07-29 07:22:12,
472,"Cacic, Mr. Luka",male,38,0,8.6625,,S,1938-05-26,18:34:28,2022-08-01 05:28:11,
473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,2,27.75,,S,1933-05-14,16:08:27,2022-07-15 11:00:07,
474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,13.7917,D,C,1921-01-24,10:45:41,2022-07-19 14:54:02,
475,"Strandberg, Miss. Ida Sofia",female,22,0,9.8375,,S,,17:11:22,2022-08-15 00:48:26,
476,"Clifford, Mr. George Quincy",male,,0,52.0,A14,S,1932-07-16,10:42:45,2022-08-03 01:23:30,
477,"Renouf, Mr. Peter Henry",male,34,0,21.0,,S,1923-08-24,11:22:16,,
478,"Braund, Mr. Lewis Richard",male,29,0,7.0458,,S,1924-09-09,18:01:50,2022-07-30 21:03:41,
479,"Karlsson, Mr. Nils August",male,22,0,7.5208,,S,1916-12-28,14:16:41,2022-07-23 10:48:32,
480,"Hirvonen, Miss. Hildur E",female,2,1,12.2875,,S,1935-07-12,11:52:28,2022-08-06 19:29:33,
481,"Goodwin, Master. Harold Victor",male,9,2,46.9,,S,1928-11-10,18:01:11,2022-08-07 07:28:06,
482,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0.0,,S,1939-07-18,11:32:36,2022-07-31 20:08:41,
483,"Rouse, Mr. Richard Henry",male,50,0,8.05,,S,1921-08-19,12:36:12,2022-07-27 11:10:01,
484,"Turkula, Mrs. (Hedwig)",female,63,0,9.5875,,S,,16:28:55,2022-08-06 21:05:24,
485,"Bishop, Mr. Dickinson H",male,25,0,91.0792,B49,C,1925-01-08,14:02:53,2022-07-23 17:07:28,
486,"Lefebre, Miss. Jeannie",female,,1,25.4667,,S,1903-12-03,14:17:44,2022-08-08 02:29:41,
487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,0,90.0,C93,S,1927-05-08,,2022-08-12 01:57:26,
488,"Kent, Mr. Edward Austin",male,58,0,29.7,B37,C,1940-05-25,16:30:41,2022-08-09 16:57:04,
489,"Somerton, Mr. Francis William",male,30,0,8.05,,S,1913-02-18,11:37:18,2022-07-20 19:44:06,
490,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,15.9,,S,1930-06-22,17:47:21,2022-07-16 22:19:19,
491,"Hagland, Mr. Konrad Mathias Reiersen",male,,0,19.9667,,S,1931-08-10,,2022-07-22 02:17:42,
492,"Windelov, Mr. Einar",male,21,0,7.25,,S,1906-10-20,15:00:56,2022-07-27 18:45:04,
493,"Molson, Mr. Harry Markland",male,55,0,30.5,C30,S,1933-07-29,17:59:16,2022-07-17 14:13:07,
494,"Artagaveytia, Mr. Ramon",male,71,0,49.5042,,C,1906-01-23,,2022-08-14 23:13:17,
495,"Stanley, Mr. Edward Roland",male,21,0,8.05,,S,1918-12-07,13:41:42,2022-08-10 14:54:35,
496,"Yousseff, Mr. Gerious",male,,0,14.4583,,C,1925-01-18,18:36:02,2022-07-27 23:48:06,
497,"Eustis, Miss. Elizabeth Mussey",female,54,0,78.2667,D20,C,1936-12-02,18:24:11,2022-08-09 13:06:38,
498,"Shellard, Mr. Frederick William",male,,0,15.1,,S,1937-12-31,14:22:20,,
499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,2,151.55,C22 C26,S,1932-02-02,15:11:29,2022-07-20 17:52:42,
500,"Svensson, Mr. Olof",male,24,0,7.7958,,S,1914-08-19,13:23:41,2022-08-01 10:27:41,
501,"Calic, Mr. Petar",male,17,0,8.6625,,S,1933-06-02,17:50:02,2022-08-05 17:14:44,
502,"Canavan, Miss. Mary",female,21,0,7.75,,Q,1928-02-24,,2022-08-14 14:28:05,
503,"O'Sullivan, Miss. Bridget Mary",female,,0,7.6292,,Q,1916-09-25,17:29:43,2022-08-06 14:52:03,
504,"Laitinen, Miss. Kristina Sofia",female,37,0,9.5875,,S,,15:48:18,2022-08-05 12:00:29,
505,"Maioni, Miss. Roberta",female,16,0,86.5,B79,S,1911-11-19,16:43:28,2022-07-24 15:12:18,
506,"Penasco y Castellana, Mr. Victor de Satode",male,18,0,108.9,C65,C,1910-10-12,11:37:14,2022-08-01 07:46:19,
507,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,2,26.0,,S,1906-05-09,15:51:18,2022-08-01 02:11:30,
508,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,26.55,,S,1928-02-05,14:41:28,2022-07-30 23:50:58,
509,"Olsen, Mr. Henry Margido",male,28,0,22.525,,S,,16:31:36,2022-07-26 20:20:27,
510,"Lang, Mr. Fang",male,26,0,56.4958,,S,1939-12-31,14:33:15,2022-07-27 17:26:00,
511,"Daly, Mr. Eugene Patrick",male,29,0,7.75,,Q,1912-01-01,,2022-08-04 14:39:20,
512,"Webber, Mr. James",male,,0,8.05,,S,,13:52:11,2022-08-07 18:09:29,
513,"McGough, Mr. James Robert",male,36,0,26.2875,E25,S,1913-11-11,11:12:42,2022-07-20 15:39:12,
514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,0,59.4,,C,,15:56:16,2022-07-20 03:42:46,
515,"Coleff, Mr. Satio",male,24,0,7.4958,,S,1914-01-17,16:51:24,2022-07-29 18:25:57,
516,"Walker, Mr. William Anderson",male,47,0,34.0208,D46,S,1912-03-30,12:17:53,2022-07-29 11:37:28,
517,"Lemore, Mrs. (Amelia Milley)",female,34,0,10.5,F33,S,1911-11-10,12:12:52,,
518,"Ryan, Mr. Patrick",male,,0,24.15,,Q,1934-08-13,14:38:57,2022-08-09 21:14:14,
519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,0,26.0,,S,1908-04-20,15:28:00,2022-07-26 03:10:15,
520,"Pavlovic, Mr. Stefo",male,32,0,7.8958,,S,1920-05-01,16:07:34,2022-07-23 07:03:49,
521,"Perreault, Miss. Anne",female,30,0,93.5,B73,S,1936-01-28,14:39:37,2022-07-20 21:54:28,
522,"Vovk, Mr. Janko",male,22,0,7.8958,,S,1927-04-13,13:53:29,2022-07-19 19:10:24,
523,"Lahoud, Mr. Sarkis",male,,0,7.225,,C,1936-12-28,13:16:42,2022-08-07 13:15:45,
524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,1,57.9792,B18,C,1933-04-13,17:27:41,2022-07-23 13:16:57,
525,"Kassem, Mr. Fared",male,,0,7.2292,,C,1907-10-31,18:22:58,2022-08-03 16:00:05,
526,"Farrell, Mr. James",male,40,0,7.75,,Q,1913-01-29,11:58:55,2022-07-26 23:54:43,
527,"Ridsdale, Miss. Lucy",female,50,0,10.5,,S,1918-09-13,15:52:55,2022-07-28 09:32:26,
528,"Farthing, Mr. John",male,,0,221.7792,C95,S,1910-07-13,18:11:19,2022-08-11 17:36:02,
529,"Salonen, Mr. Johan Werner",male,39,0,7.925,,S,1908-03-14,10:49:36,2022-08-06 10:09:46,
530,"Hocking, Mr. Richard George",male,23,1,11.5,,S,,16:02:59,,
531,"Quick, Miss. Phyllis May",female,2,1,26.0,,S,,13:26:02,2022-08-09 13:00:34,
532,"Toufik, Mr. Nakli",male,,0,7.2292,,C,1930-04-27,16:38:09,2022-08-13 18:36:56,
533,"Elias, Mr. Joseph Jr",male,17,1,7.2292,,C,1913-12-05,11:39:03,2022-08-04 00:43:28,
534,"Peter, Mrs. Catherine (Catherine Rizk)",female,,2,22.3583,,C,1916-07-05,17:57:43,2022-08-01 03:54:23,
535,"Cacic, Miss. Marija",female,30,0,8.6625,,S,1914-03-20,17:25:19,2022-08-05 16:47:42,
536,"Hart, Miss. Eva Miriam",female,7,2,26.25,,S,1921-07-12,11:53:29,2022-07-20 22:19:06,
537,"Butt, Major. Archibald Willingham",male,45,0,26.55,B38,S,1939-01-27,12:44:34,,
538,"LeRoy, Miss. Bertha",female,30,0,106.425,,C,1935-08-09,,,
539,"Risien, Mr. Samuel Beard",male,,0,14.5,,S,1934-03-07,16:09:42,2022-08-14 12:13:09,
540,"Frolicher, Miss. Hedwig Margaritha",female,22,2,49.5,B39,C,1921-09-23,12:18:12,2022-08-06 06:15:47,
541,"Crosby, Miss. Harriet R",female,36,2,71.0,B22,S,1925-09-05,13:13:42,2022-07-23 13:35:58,
542,"Andersson, Miss. Ingeborg Constanzia",female,9,2,31.275,,S,1925-11-29,18:28:25,2022-08-13 08:44:54,
543,"Andersson, Miss. Sigrid Elisabeth",female,11,2,31.275,,S,1925-07-09,16:00:01,2022-07-15 12:04:00,
544,"Beane, Mr. Edward",male,32,0,26.0,,S,,16:22:39,2022-08-13 14:47:21,
545,"Douglas, Mr. Walter Donald",male,50,0,106.425,C86,C,1940-07-03,11:41:26,2022-07-16 10:22:15,
546,"Nicholson, Mr. Arthur Ernest",male,64,0,26.0,,S,1913-11-07,15:38:39,2022-07-19 02:57:25,
547,"Beane, Mrs. Edward (Ethel Clarke)",female,19,0,26.0,,S,1932-09-12,17:42:39,2022-07-17 15:34:33,
548,"Padro y Manent, Mr. Julian",male,,0,13.8625,,C,1908-04-14,10:39:37,2022-08-10 08:52:59,
549,"Goldsmith, Mr. Frank John",male,33,1,20.525,,S,1909-07-12,13:59:49,2022-08-01 03:32:57,
550,"Davies, Master. John Morgan Jr",male,8,1,36.75,,S,,17:39:21,2022-07-16 02:24:53,
551,"Thayer, Mr. John Borland Jr",male,17,2,110.8833,C70,C,1925-08-09,16:28:31,2022-08-03 16:12:11,
552,"Sharp, Mr. Percival James R",male,27,0,26.0,,S,1909-12-31,16:37:25,2022-08-09 05:25:14,
553,"O'Brien, Mr. Timothy",male,,0,7.8292,,Q,1922-02-21,16:37:57,2022-07-16 00:45:39,
554,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,7.225,,C,1908-01-11,15:28:56,,
555,"Ohman, Miss. Velin",female,22,0,7.775,,S,,14:23:39,,
556,"Wright, Mr. George",male,62,0,26.55,,S,1905-07-27,15:57:53,2022-07-21 23:22:24,
557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,0,39.6,A16,C,1910-07-08,14:23:17,,
558,"Robbins, Mr. Victor",male,,0,227.525,,C,1922-01-24,,2022-08-02 04:57:07,
559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,79.65,E67,S,1929-06-22,14:54:33,,
560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,0,17.4,,S,1910-03-26,13:53:06,2022-08-13 11:52:49,
561,"Morrow, Mr. Thomas Rowan",male,,0,7.75,,Q,1912-09-25,14:30:58,,
562,"Sivic, Mr. Husein",male,40,0,7.8958,,S,1915-03-15,14:15:33,,
563,"Norman, Mr. Robert Douglas",male,28,0,13.5,,S,1916-04-24,16:41:44,2022-08-10 13:34:50,
564,"Simmons, Mr. John",male,,0,8.05,,S,1912-05-09,,2022-07-18 20:29:28,
565,"Meanwell, Miss. (Marion Ogden)",female,,0,8.05,,S,1930-02-18,,2022-08-05 02:12:53,
566,"Davies, Mr. Alfred J",male,24,0,24.15,,S,1906-07-06,15:03:40,2022-08-12 20:57:37,
567,"Stoytcheff, Mr. Ilia",male,19,0,7.8958,,S,1907-06-10,16:26:19,2022-07-19 04:11:52,
568,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,4,21.075,,S,1931-02-05,18:28:15,2022-08-07 16:18:30,
569,"Doharr, Mr. Tannous",male,,0,7.2292,,C,1910-11-12,16:45:14,2022-08-01 19:41:01,
570,"Jonsson, Mr. Carl",male,32,0,7.8542,,S,1918-12-05,13:46:49,2022-08-12 07:38:15,
571,"Harris, Mr. George",male,62,0,10.5,,S,1923-10-02,,2022-07-29 00:59:57,
572,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,0,51.4792,C101,S,1916-06-22,18:31:23,2022-07-26 22:42:53,
573,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,26.3875,E25,S,1924-01-07,16:39:39,2022-08-06 04:05:15,
574,"Kelly, Miss. Mary",female,,0,7.75,,Q,1903-11-08,12:40:24,2022-07-25 01:22:12,
575,"Rush, Mr. Alfred George John",male,16,0,8.05,,S,1914-02-28,13:56:37,2022-08-06 15:17:38,
576,"Patchett, Mr. George",male,19,0,14.5,,S,1922-11-07,,2022-07-30 22:02:53,
577,"Garside, Miss. Ethel",female,34,0,13.0,,S,1934-04-01,13:05:18,2022-08-08 01:59:07,
578,"Silvey, Mrs. William Baird (Alice Munger)",female,39,0,55.9,E44,S,1940-02-02,15:17:08,2022-07-29 20:25:36,
579,"Caram, Mrs. Joseph (Maria Elias)",female,,0,14.4583,,C,1906-12-12,14:45:43,2022-07-16 07:27:15,
580,"Jussila, Mr. Eiriik",male,32,0,7.925,,S,1940-03-05,16:47:26,2022-08-09 15:44:40,
581,"Christy, Miss. Julie Rachel",female,25,1,30.0,,S,1938-08-30,13:21:56,2022-08-09 01:35:52,
582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,110.8833,C68,C,1930-05-10,12:00:58,2022-08-04 16:03:03,
583,"Downton, Mr. William James",male,54,0,26.0,,S,1906-07-09,15:51:16,2022-08-14 13:59:24,
584,"Ross, Mr. John Hugo",male,36,0,40.125,A10,C,1921-06-03,12:22:11,2022-07-17 11:02:53,
585,"Paulner, Mr. Uscher",male,,0,8.7125,,C,,16:39:03,2022-07-20 03:49:12,
586,"Taussig, Miss. Ruth",female,18,2,79.65,E68,S,1939-06-27,16:02:37,2022-07-26 08:41:08,
587,"Jarvis, Mr. John Denzil",male,47,0,15.0,,S,1930-09-11,15:02:57,2022-07-31 15:08:57,
588,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,79.2,B41,C,1911-03-31,13:24:22,2022-07-26 10:51:28,
589,"Gilinski, Mr. Eliezer",male,22,0,8.05,,S,1908-03-05,16:37:30,2022-08-05 10:08:36,
590,"Murdlin, Mr. Joseph",male,,0,8.05,,S,1937-03-27,11:50:41,2022-07-29 22:57:25,
591,"Rintamaki, Mr. Matti",male,35,0,7.125,,S,1907-05-18,11:34:54,2022-08-07 22:43:26,
592,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,0,78.2667,D20,C,1926-11-10,11:26:57,2022-08-09 02:53:43,
593,"Elsbury, Mr. William James",male,47,0,7.25,,S,1931-03-29,,2022-08-01 11:29:26,
594,"Bourke, Miss. Mary",female,,2,7.75,,Q,1937-04-08,,2022-07-30 13:58:35,
595,"Chapman, Mr. John Henry",male,37,0,26.0,,S,1912-12-31,13:31:47,2022-08-01 20:57:51,
596,"Van Impe, Mr. Jean Baptiste",male,36,1,24.15,,S,1934-01-04,16:56:35,2022-07-31 06:08:47,
597,"Leitch, Miss. Jessie Wills",female,,0,33.0,,S,1920-04-07,13:21:29,2022-07-21 07:13:15,
598,"Johnson, Mr. Alfred",male,49,0,0.0,,S,1924-11-09,11:25:13,2022-08-02 10:23:45,
599,"Boulos, Mr. Hanna",male,,0,7.225,,C,,12:45:18,2022-07-28 15:28:44,
600,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,0,56.9292,A20,C,1924-03-27,17:40:17,2022-07-24 07:08:05,
601,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,1,27.0,,S,1924-06-20,16:35:33,2022-08-12 18:45:30,
602,"Slabenoff, Mr. Petco",male,,0,7.8958,,S,1926-04-14,12:12:07,2022-07-31 03:43:20,
603,"Harrington, Mr. Charles H",male,,0,42.4,,S,1922-01-21,,2022-07-16 19:23:36,
604,"Torber, Mr. Ernst William",male,44,0,8.05,,S,,13:47:07,2022-07-18 20:42:22,
605,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,26.55,,C,1938-04-13,10:50:16,2022-07-28 11:47:37,
606,"Lindell, Mr. Edvard Bengtsson",male,36,0,15.55,,S,1914-07-29,13:56:07,2022-08-08 19:36:49,
607,"Karaic, Mr. Milan",male,30,0,7.8958,,S,1928-02-16,10:54:44,2022-08-03 10:13:06,
608,"Daniel, Mr. Robert Williams",male,27,0,30.5,,S,1919-03-20,17:29:54,2022-07-19 14:19:00,
609,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,2,41.5792,,C,1911-04-30,15:20:43,2022-08-06 22:51:23,
610,"Shutes, Miss. Elizabeth W",female,40,0,153.4625,C125,S,1909-03-02,12:36:00,2022-08-01 07:12:03,
611,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,5,31.275,,S,1908-07-09,12:09:17,,
612,"Jardin, Mr. Jose Neto",male,,0,7.05,,S,1916-01-03,16:37:39,2022-07-27 04:55:14,
613,"Murphy, Miss. Margaret Jane",female,,0,15.5,,Q,1921-12-06,11:26:55,2022-08-14 02:08:46,
614,"Horgan, Mr. John",male,,0,7.75,,Q,1917-02-22,17:30:29,2022-07-28 21:01:51,
615,"Brocklebank, Mr. William Alfred",male,35,0,8.05,,S,1936-11-25,13:01:46,2022-07-25 07:54:22,
616,"Herman, Miss. Alice",female,24,2,65.0,,S,,18:39:33,,
617,"Danbom, Mr. Ernst Gilbert",male,34,1,14.4,,S,1914-02-10,17:11:26,2022-08-11 12:37:22,
618,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,0,16.1,,S,1922-11-27,11:55:15,2022-08-04 21:37:34,
619,"Becker, Miss. Marion Louise",female,4,1,39.0,F4,S,1927-04-24,13:16:19,2022-08-04 04:28:32,
620,"Gavey, Mr. Lawrence",male,26,0,10.5,,S,1928-10-24,13:01:53,2022-08-04 02:03:14,
621,"Yasbeck, Mr. Antoni",male,27,0,14.4542,,C,1922-07-08,11:42:39,2022-08-04 03:20:39,
622,"Kimball, Mr. Edwin Nelson Jr",male,42,0,52.5542,D19,S,,18:20:17,,
623,"Nakid, Mr. Sahid",male,20,1,15.7417,,C,1903-10-19,11:20:06,2022-08-05 13:48:23,
624,"Hansen, Mr. Henry Damsgaard",male,21,0,7.8542,,S,1904-12-12,13:05:18,2022-07-27 03:06:56,
625,"Bowen, Mr. David John ""Dai""",male,21,0,16.1,,S,1933-12-30,,2022-07-29 09:20:09,
626,"Sutton, Mr. Frederick",male,61,0,32.3208,D50,S,1911-01-18,12:06:33,2022-08-02 23:07:32,
627,"Kirkland, Rev. Charles Leonard",male,57,0,12.35,,Q,1940-07-04,17:26:21,2022-07-23 05:25:27,
628,"Longley, Miss. Gretchen Fiske",female,21,0,77.9583,D9,S,1921-07-01,13:20:36,2022-08-02 07:19:46,
629,"Bostandyeff, Mr. Guentcho",male,26,0,7.8958,,S,1923-04-07,11:11:47,2022-08-07 07:54:39,
630,"O'Connell, Mr. Patrick D",male,,0,7.7333,,Q,1936-10-27,15:29:33,2022-07-29 12:53:39,
631,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,30.0,A23,S,1904-12-25,17:06:30,2022-08-10 20:16:00,
632,"Lundahl, Mr. Johan Svensson",male,51,0,7.0542,,S,1933-11-05,15:43:35,2022-07-15 19:03:46,
633,"Stahelin-Maeglin, Dr. Max",male,32,0,30.5,B50,C,1914-03-02,16:13:51,2022-07-17 03:54:14,
634,"Parr, Mr. William Henry Marsh",male,,0,0.0,,S,1940-07-03,16:13:48,2022-07-30 16:21:15,
635,"Skoog, Miss. Mabel",female,9,2,27.9,,S,1919-02-19,15:56:38,2022-07-15 20:57:19,
636,"Davis, Miss. Mary",female,28,0,13.0,,S,1907-01-20,17:24:58,2022-07-21 00:22:57,
637,"Leinonen, Mr. Antti Gustaf",male,32,0,7.925,,S,1924-09-17,17:42:29,2022-07-26 19:08:14,
638,"Collyer, Mr. Harvey",male,31,1,26.25,,S,1904-11-02,14:47:41,2022-07-17 05:33:55,
639,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,5,39.6875,,S,1919-08-02,13:56:38,2022-07-28 06:10:11,
640,"Thorneycroft, Mr. Percival",male,,0,16.1,,S,1919-08-08,11:11:36,2022-07-31 20:20:44,
641,"Jensen, Mr. Hans Peder",male,20,0,7.8542,,S,1928-01-08,16:23:39,2022-07-19 00:36:45,
642,"Sagesser, Mlle. Emma",female,24,0,69.3,B35,C,1906-10-11,12:33:09,2022-07-18 05:10:50,
643,"Skoog, Miss. Margit Elizabeth",female,2,2,27.9,,S,1917-01-31,13:50:13,2022-08-04 04:07:15,
644,"Foo, Mr. Choong",male,,0,56.4958,,S,1925-04-28,17:04:24,2022-07-24 17:51:37,
645,"Baclini, Miss. Eugenie",female,1,1,19.2583,,C,1930-10-18,12:44:58,2022-07-22 12:46:02,
646,"Harper, Mr. Henry Sleeper",male,48,0,76.7292,D33,C,1914-05-24,14:46:22,2022-08-14 17:05:00,
647,"Cor, Mr. Liudevit",male,19,0,7.8958,,S,1924-01-11,14:25:39,2022-07-16 15:15:23,
648,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,35.5,A26,C,,11:53:27,2022-07-15 11:22:16,
649,"Willey, Mr. Edward",male,,0,7.55,,S,1910-06-12,14:09:03,2022-08-01 12:59:38,
650,"Stanley, Miss. Amy Zillah Elsie",female,23,0,7.55,,S,1904-12-11,12:30:36,2022-08-02 21:25:33,
651,"Mitkoff, Mr. Mito",male,,0,7.8958,,S,1906-08-18,16:07:46,2022-07-25 08:03:12,
652,"Doling, Miss. Elsie",female,18,1,23.0,,S,1910-07-05,18:09:19,2022-08-01 21:39:58,
653,"Kalvik, Mr. Johannes Halvorsen",male,21,0,8.4333,,S,1933-12-03,10:50:57,2022-07-19 18:37:27,
654,"O'Leary, Miss. Hanora ""Norah""",female,,0,7.8292,,Q,1911-01-20,15:49:14,2022-07-28 17:34:28,
655,"Hegarty, Miss. Hanora ""Nora""",female,18,0,6.75,,Q,1907-05-31,,2022-07-27 08:57:06,
656,"Hickman, Mr. Leonard Mark",male,24,0,73.5,,S,1909-02-26,14:40:20,2022-08-15 06:43:35,
657,"Radeff, Mr. Alexander",male,,0,7.8958,,S,1908-05-18,12:35:02,2022-08-09 01:52:14,
658,"Bourke, Mrs. John (Catherine)",female,32,1,15.5,,Q,1909-05-29,12:10:46,2022-08-10 11:19:25,
659,"Eitemiller, Mr. George Floyd",male,23,0,13.0,,S,1914-10-16,13:32:39,2022-08-05 04:32:56,
660,"Newell, Mr. Arthur Webster",male,58,2,113.275,D48,C,1923-07-09,15:48:19,2022-07-31 00:48:26,
661,"Frauenthal, Dr. Henry William",male,50,0,133.65,,S,1933-03-03,11:43:24,,
662,"Badt, Mr. Mohamed",male,40,0,7.225,,C,1904-08-07,14:33:57,2022-08-05 20:30:50,
663,"Colley, Mr. Edward Pomeroy",male,47,0,25.5875,E58,S,1924-02-05,17:04:14,2022-07-25 13:30:11,
664,"Coleff, Mr. Peju",male,36,0,7.4958,,S,1934-07-28,17:16:44,,
665,"Lindqvist, Mr. Eino William",male,20,0,7.925,,S,1935-05-14,15:29:03,2022-08-05 07:55:52,
666,"Hickman, Mr. Lewis",male,32,0,73.5,,S,1904-03-08,16:06:29,2022-08-06 13:06:52,
667,"Butler, Mr. Reginald Fenton",male,25,0,13.0,,S,1914-12-12,11:25:34,2022-07-27 16:05:18,
668,"Rommetvedt, Mr. Knud Paust",male,,0,7.775,,S,,,2022-07-20 10:39:08,
669,"Cook, Mr. Jacob",male,43,0,8.05,,S,,17:17:45,2022-08-08 18:37:48,
670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,0,52.0,C126,S,1936-05-20,11:15:38,2022-07-28 11:11:00,
671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,39.0,,S,1911-11-29,14:12:46,2022-07-24 00:05:58,
672,"Davidson, Mr. Thornton",male,31,0,52.0,B71,S,1915-02-23,12:40:47,2022-08-14 03:56:14,
673,"Mitchell, Mr. Henry Michael",male,70,0,10.5,,S,1928-09-09,15:47:53,2022-07-30 19:04:21,
674,"Wilhelms, Mr. Charles",male,31,0,13.0,,S,1937-08-23,15:02:35,,
675,"Watson, Mr. Ennis Hastings",male,,0,0.0,,S,,10:40:30,2022-08-14 12:46:09,
676,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,7.775,,S,1906-11-30,17:11:26,,
677,"Sawyer, Mr. Frederick Charles",male,24,0,8.05,,S,1909-01-05,13:57:53,2022-07-18 13:41:05,
678,"Turja, Miss. Anna Sofia",female,18,0,9.8417,,S,1918-05-10,14:08:27,2022-07-28 23:34:48,
679,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,6,46.9,,S,1909-08-28,11:14:00,2022-07-23 22:52:06,
680,"Cardeza, Mr. Thomas Drake Martinez",male,36,1,512.3292,B51 B53 B55,C,,17:19:39,2022-07-28 23:11:13,
681,"Peters, Miss. Katie",female,,0,8.1375,,Q,1926-04-27,12:13:07,2022-07-31 19:44:57,
682,"Hassab, Mr. Hammad",male,27,0,76.7292,D49,C,,15:07:50,2022-07-27 00:26:26,
683,"Olsvigen, Mr. Thor Anderson",male,20,0,9.225,,S,1905-04-03,18:39:26,2022-07-27 06:16:20,
684,"Goodwin, Mr. Charles Edward",male,14,2,46.9,,S,1931-02-28,11:49:20,2022-08-01 02:46:52,
685,"Brown, Mr. Thomas William Solomon",male,60,1,39.0,,S,1938-03-27,17:14:54,2022-07-28 15:25:45,
686,"Laroche, Mr. Joseph Philippe Lemercier",male,25,2,41.5792,,C,1935-02-23,12:25:28,2022-08-13 23:45:56,
687,"Panula, Mr. Jaako Arnold",male,14,1,39.6875,,S,1914-11-13,17:27:22,,
688,"Dakic, Mr. Branko",male,19,0,10.1708,,S,1913-05-07,15:18:07,2022-08-11 10:19:28,
689,"Fischer, Mr. Eberhard Thelander",male,18,0,7.7958,,S,1933-12-19,13:57:55,,
690,"Madill, Miss. Georgette Alexandra",female,15,1,211.3375,B5,S,1914-04-10,14:10:51,2022-07-20 05:54:14,
691,"Dick, Mr. Albert Adrian",male,31,0,57.0,B20,S,1928-01-12,17:47:56,2022-07-24 14:33:47,
692,"Karun, Miss. Manca",female,4,1,13.4167,,C,1915-11-14,11:51:39,2022-07-20 22:00:16,
693,"Lam, Mr. Ali",male,,0,56.4958,,S,1934-11-29,11:50:32,2022-08-10 18:33:26,
694,"Saad, Mr. Khalil",male,25,0,7.225,,C,1918-08-14,17:02:04,2022-07-30 22:57:11,
695,"Weir, Col. John",male,60,0,26.55,,S,1935-02-24,17:29:52,2022-07-30 00:28:17,
696,"Chapman, Mr. Charles Henry",male,52,0,13.5,,S,1919-01-28,,2022-07-29 01:36:04,
697,"Kelly, Mr. James",male,44,0,8.05,,S,1907-01-15,13:22:30,2022-07-23 02:15:25,
698,"Mullens, Miss. Katherine ""Katie""",female,,0,7.7333,,Q,,14:10:30,2022-08-10 14:28:15,
699,"Thayer, Mr. John Borland",male,49,1,110.8833,C68,C,1928-11-10,,2022-07-27 06:20:49,
700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,7.65,F G63,S,1930-01-24,,2022-07-22 14:50:08,
701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,0,227.525,C62 C64,C,1913-02-05,12:05:17,2022-07-21 13:41:12,
702,"Silverthorne, Mr. Spencer Victor",male,35,0,26.2875,E24,S,1937-01-23,,2022-07-26 08:39:06,
703,"Barbara, Miss. Saiide",female,18,1,14.4542,,C,1916-11-24,12:58:31,2022-07-16 17:10:07,
